PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
62.55,116.65,51.62,0.92,11.11,1.66,130.0,3
56.26,109.77,68.22,1.09,8.3,2.19,121.0,3
92.88,177.11,78.3,1.72,9.15,1.79,170.0,3
102.35,185.73,81.08,1.77,9.59,2.26,247.0,4
88.41,167.05,75.89,1.29,8.93,1.85,225.0,4
52.19,137.34,75.69,1.02,8.96,2.25,143.0,3
82.55,171.27,77.27,1.29,10.25,2.16,176.0,3
89.21,196.71,72.85,1.46,10.17,1.79,176.0,3
112.83,245.15,84.11,2.03,9.85,2.51,233.0,4
122.35,243.57,77.9,1.57,9.7,2.59,301.0,5
99.56,212.51,72.99,1.55,10.38,4.15,253.0,4
115.13,229.68,66.61,1.58,12.82,1.72,276.0,4
46.5,118.56,73.32,0.97,10.22,2.62,175.0,3
62.65,154.29,80.03,1.27,10.58,2.18,173.0,3
52.78,143.21,73.62,0.93,8.95,4.92,147.0,3
58.41,150.1,86.32,1.29,8.52,3.08,147.0,3
86.23,204.83,81.87,1.78,9.87,4.08,193.0,3
86.76,194.26,94.1,1.55,11.36,4.28,214.0,4
72.19,183.55,101.33,1.45,12.13,2.68,197.0,3
86.53,192.07,91.34,1.69,10.84,6.36,225.0,4
83.94,183.2,99.79,1.62,11.37,3.34,223.0,4
74.52,175.99,100.84,1.26,9.86,3.35,192.0,3
79.08,170.48,102.3,1.44,8.84,2.3,184.0,3
79.1,192.29,96.18,1.54,10.06,4.93,196.0,3
86.07,194.44,96.17,1.37,9.45,3.0,193.0,3
94.64,197.79,95.58,1.53,9.16,6.94,198.0,3
97.36,208.13,86.95,1.87,8.86,4.94,224.0,4
63.84,150.28,85.09,1.05,5.85,4.95,168.0,3
70.0,163.62,89.25,0.96,7.28,4.18,156.0,3
82.24,179.4,108.62,1.21,6.99,4.5,176.0,3
74.19,162.91,99.33,1.15,6.49,5.51,165.0,3
83.09,181.4,112.95,1.55,6.81,3.15,186.0,3
112.29,241.45,102.78,1.6,8.51,5.66,246.0,4
96.13,211.01,45.67,1.06,10.72,4.8,242.0,4
52.77,108.01,61.01,0.92,14.85,5.47,154.0,3
57.88,134.56,89.5,1.32,20.93,3.69,130.0,3
38.27,91.03,62.07,1.03,12.68,9.85,135.0,3
29.68,74.59,48.2,0.79,12.9,5.46,117.0,3
30.55,65.82,51.79,0.79,9.89,5.01,103.0,3
42.8,91.11,74.97,1.02,9.28,3.6,131.0,3
66.51,144.3,77.43,1.67,11.75,6.39,139.0,3
77.26,174.3,0.0,1.94,12.09,10.04,155.0,3
72.83,164.29,81.09,1.54,15.04,5.93,153.0,3
63.42,159.87,91.66,1.57,15.23,13.58,134.0,3
69.15,158.49,91.66,1.77,14.58,8.02,141.0,3
74.76,191.62,91.66,1.54,14.34,13.45,151.0,3
69.07,145.31,91.66,0.83,9.05,14.89,149.0,3
41.9,112.85,91.66,0.53,13.69,7.38,138.0,3
33.32,78.19,91.66,0.73,10.61,8.25,137.0,3
34.83,78.37,91.66,0.75,13.66,10.27,137.0,3
31.45,76.67,91.66,0.72,12.79,10.1,138.0,3
76.78,144.61,91.66,1.08,11.32,14.36,147.0,3
55.01,118.93,91.66,0.87,6.17,16.57,139.0,3
45.92,82.26,91.66,1.2,11.09,11.71,138.0,3
47.85,94.56,91.66,1.02,11.98,7.98,137.0,3
26.07,45.16,95.85,0.65,12.61,6.44,135.0,3
27.52,50.48,107.53,0.75,14.12,8.75,67.0,2
39.36,93.4,70.5,0.94,11.36,8.09,79.0,2
16.62,35.1,24.98,0.57,2.81,29.65,52.0,2
18.55,42.98,22.17,0.74,11.67,23.38,61.0,2
19.32,29.58,15.54,0.6,9.96,33.71,59.0,2
17.0,37.62,14.39,0.58,8.67,45.69,71.0,2
17.0,23.11,12.48,0.34,6.43,36.12,51.0,2
11.3,15.21,17.9,0.51,6.82,38.6,39.0,1
9.23,25.3,14.61,0.48,7.02,40.97,52.0,2
9.23,21.72,17.31,0.56,3.73,39.9,52.0,2
9.23,23.18,26.82,0.78,4.34,22.76,72.0,2
9.23,21.65,24.02,0.63,3.2,28.82,50.0,1
9.23,25.7,27.55,0.68,3.33,33.65,57.0,2
9.23,23.48,23.37,0.57,4.98,27.96,53.0,2
8.74,19.25,20.29,0.65,4.0,32.65,57.0,2
7.75,19.72,21.78,0.73,3.89,32.77,62.0,2
7.56,18.9,38.45,0.77,2.46,13.05,67.0,2
38.1,61.67,3.3,0.65,14.74,26.14,88.0,2
40.41,67.91,3.96,0.55,9.97,28.6,71.0,2
27.21,62.04,7.2,0.53,9.63,34.72,69.0,2
29.75,64.56,5.64,0.55,8.67,21.21,68.0,2
18.35,49.86,4.55,0.51,8.83,27.24,59.0,2
34.43,89.26,4.23,0.66,8.71,37.1,74.0,2
33.66,105.3,6.56,0.73,8.19,21.1,102.0,3
22.93,73.73,6.05,0.79,12.05,17.26,94.0,2
16.0,57.51,5.25,0.83,12.05,24.57,80.0,2
22.41,59.18,5.06,0.56,13.4,31.23,77.0,2
13.93,49.87,3.31,0.5,14.95,16.21,48.0,1
24.45,49.4,5.3,0.85,16.05,12.58,68.0,2
15.77,44.47,5.38,0.54,15.9,20.96,58.0,2
29.59,71.0,7.86,0.71,16.42,19.05,58.0,2
30.27,73.77,8.1,0.46,18.14,16.87,74.0,2
25.9,77.68,4.75,0.44,15.09,17.33,72.0,2
38.69,82.66,4.05,0.49,14.44,15.07,83.0,2
53.09,112.6,5.0,0.51,11.35,17.72,94.0,2
43.67,104.59,4.64,0.61,12.42,13.96,106.0,3
53.12,120.09,5.73,0.85,13.54,16.92,108.0,3
56.82,121.89,6.53,0.74,12.52,19.27,117.0,3
50.45,106.22,6.51,0.74,10.38,11.03,107.0,3
58.03,106.62,5.64,0.72,12.45,26.84,107.0,3
57.61,112.63,4.3,0.71,11.66,19.64,98.0,2
74.8,128.72,6.28,0.83,13.5,19.87,135.0,3
73.44,135.12,6.34,0.95,12.4,15.35,138.0,3
83.96,151.62,6.6,1.0,10.71,19.99,158.0,3
80.65,133.85,7.57,0.88,10.2,22.35,187.0,3
56.2,108.33,5.93,0.61,10.23,24.06,122.0,3
51.84,109.52,5.48,0.62,11.54,18.3,110.0,3
53.9,111.12,5.4,0.59,11.04,18.54,105.0,3
53.79,117.94,5.22,0.54,10.41,19.03,111.0,3
47.72,106.01,4.3,0.54,9.55,22.98,108.0,3
46.9,108.1,5.96,0.73,10.67,16.13,104.0,3
71.66,130.66,7.38,0.91,9.69,15.62,110.0,3
92.3,159.18,7.59,0.99,10.21,17.21,190.0,3
104.11,150.29,6.84,0.82,10.29,18.17,231.0,4
122.16,180.25,16.3,0.73,9.92,17.49,253.0,4
154.85,224.22,13.6,0.82,9.24,16.2,335.0,5
110.06,184.04,19.43,1.29,9.28,14.68,268.0,4
108.09,181.54,11.43,1.01,8.21,22.36,270.0,4
109.17,169.19,10.06,0.99,8.87,24.24,262.0,4
112.71,190.12,13.46,0.89,8.29,26.53,270.0,4
123.26,190.28,11.76,1.02,9.04,14.22,297.0,4
135.98,215.41,8.11,0.98,11.2,18.42,283.0,4
114.56,166.58,6.33,0.69,9.56,16.51,322.0,5
53.96,115.54,6.08,0.54,9.81,17.46,148.0,3
58.85,125.5,7.78,1.02,11.69,9.64,117.0,3
46.3,84.99,9.68,0.79,8.19,7.92,100.0,2
45.3,72.48,8.67,0.74,9.2,9.4,82.0,2
47.33,80.15,7.59,0.61,10.8,10.68,81.0,2
72.51,131.65,7.08,0.85,12.45,9.62,106.0,3
103.38,157.59,10.07,0.84,9.4,13.19,198.0,3
113.03,157.15,13.33,0.79,10.7,11.25,270.0,4
101.59,165.89,21.83,0.99,10.81,7.64,270.0,4
101.15,173.66,20.56,1.29,12.37,9.47,214.0,4
96.95,162.86,17.22,0.85,10.64,12.77,245.0,4
63.35,122.19,10.68,0.5,8.08,17.52,165.0,3
42.54,70.69,9.85,0.42,9.32,17.13,94.0,2
61.85,100.77,25.44,0.67,9.22,14.66,87.0,2
85.34,154.54,0.0,1.07,10.57,11.05,136.0,3
92.71,157.63,0.0,1.24,11.86,8.42,215.0,4
84.5,144.04,0.0,0.93,12.07,8.79,179.0,3
116.3,199.37,0.0,0.87,10.74,6.22,246.0,4
84.1,125.61,17.06,0.53,9.45,8.15,256.0,4
44.9,76.48,18.03,0.45,10.79,8.99,107.0,3
46.55,93.05,51.27,0.87,11.2,7.16,80.0,2
61.28,138.26,48.98,0.84,9.71,4.22,111.0,3
32.56,64.7,52.22,0.85,10.94,5.34,88.0,2
42.0,74.34,29.43,0.85,10.01,5.92,100.0,2
50.57,91.07,8.06,0.88,10.77,7.12,95.0,2
55.52,105.75,10.22,0.77,10.78,8.14,92.0,2
59.05,98.34,12.28,0.73,10.18,10.13,107.0,3
78.39,120.04,11.11,0.61,8.67,11.23,122.0,3
81.14,140.46,15.46,0.77,6.36,12.77,166.0,3
91.88,171.84,13.5,1.3,9.59,12.55,199.0,3
92.12,167.97,5.08,1.25,9.06,13.89,204.0,4
77.58,135.81,10.6,0.96,10.33,9.78,186.0,3
69.8,133.11,12.89,1.0,10.46,8.77,139.0,3
69.48,111.77,14.4,0.87,10.54,10.45,142.0,3
97.55,196.46,21.94,0.92,11.4,8.56,157.0,3
90.07,153.17,20.88,0.86,11.91,8.73,218.0,4
119.05,175.51,21.97,1.06,10.15,7.86,211.0,4
108.0,141.0,23.28,1.01,8.2,8.47,307.0,5
21.86,53.35,14.69,0.4,7.97,13.21,115.0,3
39.0,70.49,14.96,0.48,10.16,4.84,44.0,1
39.25,63.12,11.3,0.51,9.65,5.81,70.0,2
41.79,77.26,10.15,0.53,6.58,3.7,69.0,2
61.95,101.09,12.21,0.53,6.01,4.85,89.0,2
49.36,82.55,11.18,0.62,5.7,3.93,95.0,2
91.41,119.91,14.2,0.66,7.77,5.84,149.0,3
98.48,132.54,14.95,0.8,8.64,8.29,204.0,4
68.55,119.96,11.44,0.8,5.95,8.99,199.0,3
46.06,87.11,11.25,0.62,6.88,11.38,101.0,3
41.79,83.61,12.09,0.66,6.83,8.97,80.0,2
67.27,132.94,13.21,0.72,6.88,8.48,110.0,3
35.08,65.55,9.79,0.49,5.65,9.85,96.0,2
38.86,79.99,10.41,0.49,6.14,10.21,69.0,2
61.39,131.32,14.23,0.58,4.76,6.78,97.0,2
77.1,156.58,11.78,0.69,6.58,6.12,127.0,3
58.68,99.91,12.41,0.77,5.62,9.04,149.0,3
72.34,140.37,16.28,1.04,6.59,6.52,102.0,3
77.06,145.42,14.74,1.24,7.27,6.62,206.0,4
63.22,135.76,15.96,1.11,7.79,8.1,132.0,3
45.65,102.2,13.18,0.97,8.9,22.51,109.0,3
45.79,94.86,11.14,0.93,11.32,14.29,102.0,3
53.46,108.55,13.16,0.84,9.13,9.92,100.0,2
51.15,106.42,13.63,0.64,8.39,9.66,109.0,3
37.92,65.35,12.04,0.57,9.79,6.99,85.0,2
28.87,48.29,11.69,0.79,8.73,8.44,56.0,2
31.92,43.82,9.94,0.61,7.9,10.9,48.0,1
28.35,47.36,11.19,0.44,5.58,12.51,49.0,1
27.82,63.04,11.61,0.5,6.0,10.61,58.0,2
46.57,108.09,15.57,0.76,6.55,8.43,80.0,2
75.8,165.63,17.6,0.92,9.83,6.26,123.0,3
63.64,120.83,15.63,0.88,7.38,7.63,170.0,3
39.14,73.4,9.24,0.69,6.7,8.2,88.0,2
46.49,85.04,12.03,0.68,7.03,9.22,77.0,2
40.07,79.2,11.91,0.67,6.47,8.12,80.0,2
48.86,90.27,10.91,0.75,7.18,6.46,85.0,2
58.57,134.0,11.8,0.69,8.39,8.28,110.0,3
46.76,96.89,11.33,0.78,7.99,10.35,112.0,3
54.78,127.45,13.64,0.96,6.46,8.95,93.0,2
65.75,140.69,16.84,1.03,9.06,9.56,136.0,3
41.75,93.67,12.43,0.73,7.32,6.54,112.0,3
29.8,72.37,10.72,0.43,5.37,12.63,73.0,2
27.35,82.96,13.16,0.54,5.84,14.54,75.0,2
50.16,107.88,13.38,1.03,7.56,3.2,99.0,2
63.05,108.46,14.09,0.9,8.11,11.11,117.0,3
70.05,123.37,18.67,0.98,8.26,9.31,93.0,2
40.04,89.37,17.71,0.64,7.53,10.27,142.0,3
23.83,68.76,16.39,0.51,7.44,8.83,72.0,2
26.33,65.41,11.56,0.46,5.88,9.77,76.0,2
33.27,66.36,12.56,0.6,6.3,7.45,55.0,2
46.01,85.01,15.01,0.82,7.97,12.24,95.0,2
36.92,82.32,12.5,0.57,6.96,13.45,75.0,2
45.69,115.3,14.34,0.76,7.01,10.43,95.0,2
48.43,112.21,16.22,0.87,8.97,11.01,113.0,3
44.5,85.81,11.9,0.5,7.05,13.06,98.0,2
44.26,93.7,13.75,0.71,7.71,9.21,83.0,2
52.11,95.92,17.65,0.82,9.1,9.83,102.0,3
56.44,94.22,15.27,0.67,7.94,10.93,91.0,2
58.61,103.76,19.65,0.82,10.03,9.18,101.0,3
58.08,109.57,18.27,0.89,8.69,10.81,109.0,3
55.99,118.21,17.75,0.85,8.71,11.89,109.0,3
54.47,114.12,15.96,0.65,8.35,19.25,110.0,3
45.96,94.73,14.52,0.59,9.29,17.07,102.0,3
38.65,96.46,13.63,0.49,8.37,16.15,94.0,2
38.73,92.66,14.94,0.56,9.09,17.84,94.0,2
44.75,97.01,18.43,0.68,9.39,12.34,99.0,2
37.34,84.86,17.18,0.61,8.07,15.63,88.0,2
39.85,114.47,17.63,0.66,9.85,11.62,94.0,2
49.94,140.48,23.78,1.0,8.79,12.05,124.0,3
40.09,105.55,22.32,0.66,10.52,10.35,114.0,3
17.74,36.33,19.61,0.58,11.11,8.22,72.0,2
28.86,59.53,16.27,0.61,9.63,15.11,50.0,1
26.21,65.46,16.68,0.67,10.0,15.54,64.0,2
22.11,68.15,14.65,0.54,10.26,14.02,61.0,2
31.08,78.66,17.82,0.65,11.05,13.07,78.0,2
36.76,96.77,21.72,0.91,11.17,11.33,83.0,2
55.33,122.12,22.96,1.03,11.55,10.96,112.0,3
48.22,112.13,19.63,0.79,9.13,14.79,112.0,3
24.21,56.88,19.64,0.63,8.1,13.73,86.0,2
16.87,53.56,19.34,0.7,9.37,10.24,62.0,2
32.21,75.25,19.91,0.72,11.08,9.32,66.0,2
35.14,90.3,16.91,0.6,9.75,12.35,82.0,2
35.6,101.85,21.84,0.77,10.94,12.72,97.0,2
20.93,64.03,21.44,0.52,8.94,13.74,86.0,2
13.67,38.03,17.43,0.4,7.91,11.92,49.0,1
13.4,26.33,12.2,0.57,6.45,5.37,35.0,1
22.56,46.29,14.69,0.66,8.51,12.53,62.0,2
21.62,53.89,13.26,0.38,7.63,15.71,47.0,1
29.78,76.2,18.13,0.6,9.69,12.53,69.0,2
27.87,69.71,20.98,0.63,8.38,10.97,74.0,2
19.08,38.09,19.73,0.54,8.23,15.5,49.0,1
17.86,40.9,18.04,0.46,8.05,17.15,50.0,1
9.63,23.2,12.29,0.38,10.93,16.26,29.0,1
10.57,36.5,9.66,0.46,9.47,15.62,30.0,1
21.2,70.76,9.14,0.47,10.27,12.37,56.0,2
18.52,76.08,8.04,0.5,9.45,15.24,77.0,2
20.51,82.33,8.72,0.56,9.75,15.7,79.0,2
23.59,83.69,11.22,0.66,10.23,14.59,85.0,2
24.17,78.67,12.79,0.76,14.03,14.31,79.0,2
21.88,74.23,12.43,0.71,13.58,14.99,76.0,2
18.63,42.79,9.7,0.53,11.7,14.6,62.0,2
14.77,38.24,10.02,0.54,11.08,15.03,39.0,1
16.69,34.29,9.91,0.5,11.95,13.7,36.0,1
15.43,37.65,8.88,0.52,11.13,13.78,35.0,1
13.28,40.33,8.79,0.5,10.54,12.43,39.0,1
18.86,34.12,9.17,0.5,9.61,10.49,40.0,1
7.73,15.78,9.4,0.38,9.64,14.02,26.0,1
18.82,41.48,9.31,0.3,10.6,17.01,30.0,1
12.34,29.51,10.05,0.38,9.61,17.27,38.0,1
15.51,39.66,10.85,0.49,9.39,13.55,34.0,1
12.25,26.47,10.86,0.4,10.8,14.86,32.0,1
11.2,31.54,9.8,0.39,8.68,19.4,34.0,1
11.91,22.03,11.26,0.39,7.84,19.39,33.0,1
12.77,29.32,11.97,0.46,10.1,20.12,34.0,1
15.43,34.61,13.07,0.54,10.4,17.37,35.0,1
20.93,47.96,10.91,0.41,12.81,22.15,41.0,1
11.46,40.6,9.63,0.38,7.77,20.86,45.0,1
11.19,33.44,11.89,0.42,9.68,21.26,38.0,1
10.0,24.49,12.34,0.5,9.6,19.04,35.0,1
12.37,35.91,11.89,0.47,9.6,20.02,36.0,1
14.16,42.72,11.66,0.53,10.29,22.93,42.0,1
15.62,44.12,10.16,0.51,12.02,27.2,46.0,1
19.73,44.85,10.72,0.54,9.92,26.65,45.0,1
18.52,56.62,11.69,0.57,10.29,32.23,56.0,2
22.97,82.04,11.23,0.49,10.92,38.63,71.0,2
21.93,61.39,11.04,0.59,13.23,22.37,74.0,2
10.05,41.58,10.35,0.37,8.81,29.03,55.0,2
6.86,22.51,10.47,0.41,8.56,26.86,39.0,1
11.4,20.39,11.89,0.57,9.65,17.41,34.0,1
12.87,32.33,13.35,0.47,13.26,20.84,37.0,1
11.29,24.44,12.47,0.58,9.62,23.17,41.0,1
16.05,35.61,12.3,0.59,10.74,30.31,50.0,1
14.91,43.08,13.2,0.6,11.72,31.17,57.0,2
17.25,60.12,11.93,0.57,13.36,38.25,63.0,2
12.34,25.87,12.06,0.53,11.13,28.09,51.0,2
10.3,21.14,12.76,0.53,11.83,23.89,35.0,1
12.25,34.79,13.24,0.45,10.82,17.08,40.0,1
14.57,40.93,12.76,0.59,13.77,24.1,40.0,1
21.39,59.34,10.33,0.56,13.18,20.02,54.0,2
22.24,62.94,11.59,0.54,14.28,35.76,60.0,2
19.81,64.91,9.84,0.45,12.38,19.61,64.0,2
17.98,46.16,8.65,0.45,8.91,28.81,66.0,2
10.42,27.26,11.69,0.51,8.62,27.24,50.0,1
17.99,49.93,13.03,0.48,12.12,47.91,52.0,2
16.21,51.32,12.43,0.46,12.46,36.4,60.0,2
13.54,50.6,12.5,0.59,12.11,30.3,56.0,2
18.31,58.59,13.77,0.64,13.67,35.8,64.0,2
23.0,68.68,13.92,0.61,13.91,34.83,74.0,2
24.15,70.6,12.1,0.67,10.23,18.29,77.0,2
16.39,32.19,13.19,0.51,10.11,34.39,92.0,2
17.07,51.9,13.43,0.49,10.11,31.48,62.0,2
34.57,80.7,16.16,0.71,13.26,21.28,66.0,2
29.6,76.43,11.53,0.64,11.32,25.04,81.0,2
12.35,44.33,11.65,0.41,9.11,33.0,63.0,2
20.83,58.34,12.38,0.58,12.49,36.18,60.0,2
22.99,55.25,14.01,0.62,14.73,33.99,64.0,2
21.46,64.99,13.04,0.59,11.78,36.21,65.0,2
16.47,46.79,15.7,0.48,10.49,35.86,66.0,2
17.59,62.46,4.12,0.5,11.89,37.58,60.0,2
29.03,114.38,3.97,0.6,14.87,38.8,82.0,2
35.93,148.36,4.31,0.67,13.91,41.74,116.0,3
35.26,115.35,4.15,0.56,12.99,50.61,130.0,3
24.52,88.82,4.5,0.45,10.63,47.61,104.0,3
26.31,79.69,4.43,0.45,14.61,45.71,91.0,2
29.31,89.31,4.14,0.38,17.55,62.14,97.0,2
19.09,94.4,5.67,0.38,16.16,57.07,107.0,3
19.87,94.14,7.07,0.42,12.95,42.21,98.0,2
11.88,44.34,6.59,0.55,11.69,29.66,77.0,2
15.25,43.99,5.34,0.48,9.53,28.26,48.0,1
16.6,31.15,5.43,0.68,9.95,18.6,46.0,1
18.59,39.63,5.11,0.49,13.92,35.57,56.0,2
18.36,49.0,5.02,0.32,11.65,28.53,57.0,2
16.71,55.63,9.17,0.2,12.02,27.44,67.0,2
14.48,42.99,10.16,0.2,11.58,34.95,72.0,2
21.25,41.22,9.52,0.23,10.36,27.91,54.0,2
22.07,34.31,8.37,0.29,13.94,27.05,50.0,1
16.35,27.91,14.64,0.3,11.11,32.2,53.0,2
21.12,44.53,14.96,0.3,12.61,33.96,61.0,2
29.37,60.45,11.05,0.29,16.51,40.05,63.0,2
24.53,69.69,12.04,0.32,10.59,34.92,72.0,2
25.59,71.11,10.68,0.3,11.46,44.57,78.0,2
33.92,84.64,8.16,0.31,14.37,56.51,87.0,2
25.68,74.5,11.6,0.3,8.41,36.37,85.0,2
21.72,54.51,8.43,0.3,12.65,37.23,71.0,2
21.74,69.81,6.21,0.31,12.87,62.28,73.0,2
21.2,55.75,11.63,0.3,13.31,53.87,73.0,2
20.84,59.04,7.87,0.31,11.98,53.01,72.0,2
28.75,72.21,8.61,0.31,8.31,49.32,72.0,2
16.34,50.9,8.53,0.31,7.94,42.03,82.0,2
23.97,69.58,9.83,0.3,7.64,32.07,58.0,2
26.45,57.26,9.1,0.28,9.62,45.2,76.0,2
21.69,44.88,9.25,0.3,14.34,43.95,61.0,2
19.17,44.48,7.69,0.29,8.71,36.97,53.0,2
16.79,29.54,8.58,0.3,8.3,22.17,38.0,1
14.15,33.6,6.87,0.3,13.13,24.25,37.0,1
31.84,64.54,7.4,0.31,10.19,43.26,68.0,2
35.55,68.82,6.79,0.3,7.42,43.33,79.0,2
39.42,82.24,7.21,0.29,13.08,45.54,73.0,2
38.89,88.27,8.57,0.3,15.06,35.94,83.0,2
20.28,45.56,7.36,0.3,12.3,35.69,71.0,2
32.9,72.38,9.87,0.33,14.91,34.33,66.0,2
238.43,348.91,78.95,1.53,14.38,45.31,404.0,6
284.83,427.4,112.54,1.43,21.33,30.4,406.0,6
150.41,214.16,96.17,0.99,12.74,41.87,372.0,5
106.11,154.36,77.52,0.7,12.46,27.93,280.0,4
146.23,211.34,60.29,0.71,11.64,46.12,319.0,5
166.78,271.76,80.35,0.98,14.0,33.51,322.0,5
218.54,346.77,99.55,1.33,19.79,44.81,358.0,5
226.92,355.95,77.91,1.02,21.25,52.6,380.0,5
86.52,206.06,57.95,0.59,18.24,39.43,192.0,3
149.96,286.75,70.8,1.0,20.71,33.97,285.0,4
182.33,353.69,78.23,1.39,30.86,32.7,336.0,5
257.98,451.85,91.0,2.18,20.45,29.0,399.0,5
230.46,372.59,92.46,1.6,17.92,20.35,387.0,5
231.73,382.21,93.14,1.59,17.74,24.88,390.0,5
205.27,369.52,89.45,1.26,22.29,21.5,379.0,5
153.38,293.42,89.3,1.24,24.68,22.42,339.0,5
179.6,341.4,84.61,1.75,24.2,25.69,342.0,5
206.33,408.02,97.41,1.9,26.46,22.14,352.0,5
245.3,473.36,114.4,2.51,24.45,17.23,424.0,6
206.46,380.36,102.06,1.97,22.97,24.48,393.0,5
228.9,386.96,96.67,2.33,20.69,23.95,383.0,5
191.86,354.11,89.74,1.38,18.61,21.09,361.0,5
221.01,354.38,82.11,1.3,24.31,26.95,369.0,5
216.12,336.65,80.47,1.53,34.31,27.16,374.0,5
259.24,383.93,88.15,1.6,21.26,25.87,383.0,5
252.92,365.9,79.75,1.37,19.72,23.65,405.0,6
210.33,290.5,73.71,1.21,21.13,20.55,403.0,6
78.0,115.42,61.26,0.57,18.57,18.86,249.0,4
98.81,158.25,68.82,0.59,18.66,18.43,199.0,3
122.35,189.48,75.64,0.63,22.14,22.4,276.0,4
158.71,234.88,88.82,0.85,24.59,23.3,316.0,5
194.64,315.25,103.13,1.29,22.4,21.53,346.0,5
210.9,328.62,102.5,1.08,27.25,27.54,365.0,5
255.17,380.98,106.54,1.44,28.56,22.89,387.0,5
322.01,464.68,103.84,2.05,30.89,24.87,445.0,6
263.78,379.29,112.07,1.35,24.61,26.52,412.0,6
323.31,429.93,90.08,1.52,25.9,30.36,444.0,6
334.3,419.71,82.4,1.93,19.42,31.42,458.0,6
323.21,473.4,103.51,1.93,25.14,20.43,470.0,6
225.67,319.67,100.38,1.14,19.63,20.71,404.0,6
259.79,355.73,85.29,1.42,23.22,23.83,401.0,6
281.79,384.12,89.3,1.63,25.1,28.23,426.0,6
258.83,364.96,101.6,1.1,23.12,23.04,402.0,6
284.56,399.62,96.16,1.45,23.12,20.2,416.0,6
366.15,527.44,97.56,2.27,35.08,25.61,484.0,6
290.83,446.31,102.37,1.67,25.76,19.17,469.0,6
306.07,452.78,109.82,1.69,24.91,23.2,431.0,6
336.7,464.34,112.25,1.81,24.39,22.31,455.0,6
374.92,521.04,113.32,2.08,25.61,19.57,518.0,6
223.22,346.24,100.65,1.35,18.83,12.29,418.0,6
227.69,328.38,92.93,1.41,21.61,19.68,392.0,5
150.23,196.81,91.81,0.87,22.62,23.96,352.0,5
160.04,232.15,93.72,0.95,33.27,16.33,316.0,5
145.99,213.74,93.47,0.73,25.4,18.06,328.0,5
137.49,208.98,87.13,0.75,25.3,24.61,323.0,5
173.01,261.53,90.15,0.96,28.39,23.37,324.0,5
233.23,316.89,81.96,1.38,25.91,24.93,369.0,5
340.67,477.17,111.59,2.06,30.26,25.63,432.0,6
250.61,360.51,92.03,1.27,26.51,25.98,444.0,6
89.57,143.26,71.63,0.49,25.02,28.03,301.0,5
148.67,220.28,78.43,0.86,28.56,23.31,270.0,4
292.53,424.49,88.84,2.0,29.14,22.4,395.0,5
313.23,428.55,94.69,1.54,31.81,25.69,439.0,6
159.64,317.48,85.76,1.98,21.41,17.27,369.0,5
253.98,387.35,84.56,1.42,30.1,23.08,393.0,5
261.19,382.36,100.53,1.91,33.34,40.43,406.0,6
191.15,321.77,95.19,1.19,26.78,27.61,389.0,5
39.77,46.11,52.05,0.45,21.19,30.98,171.0,3
104.21,162.48,56.0,0.98,25.83,20.15,131.0,3
102.38,160.79,50.07,0.71,21.38,25.92,292.0,4
76.2,113.33,53.11,0.5,31.74,28.56,148.0,3
88.94,135.61,45.81,0.59,23.34,32.51,190.0,3
134.78,187.45,50.17,0.66,31.13,29.85,282.0,4
134.51,191.59,59.23,0.68,33.68,33.17,308.0,5
150.18,201.94,74.31,0.79,33.63,29.93,319.0,5
215.42,332.88,80.33,1.03,51.55,27.82,351.0,5
177.19,264.65,88.54,1.22,30.23,26.84,359.0,5
191.46,252.49,85.07,1.04,27.0,28.53,339.0,5
172.49,244.02,61.92,0.79,21.83,23.07,346.0,5
118.16,183.55,60.17,0.87,17.41,21.88,313.0,5
154.48,267.85,66.74,1.37,26.51,25.46,322.0,5
217.08,332.66,76.32,1.75,31.57,35.56,358.0,5
213.33,311.04,85.95,1.63,27.71,24.5,380.0,5
70.52,101.02,54.99,0.59,23.19,28.01,267.0,4
65.52,126.5,44.6,0.62,26.44,23.73,112.0,3
77.25,140.38,43.58,0.53,26.43,30.43,133.0,3
136.12,235.95,57.05,0.95,31.38,24.99,266.0,4
143.03,264.55,67.05,1.18,34.81,29.67,313.0,5
184.27,331.94,77.97,1.46,33.97,34.53,337.0,5
194.29,317.64,98.51,1.54,30.17,37.28,343.0,5
174.76,246.32,81.38,1.39,28.4,31.81,366.0,5
120.54,157.0,55.38,0.87,31.67,29.82,297.0,4
106.16,155.68,46.76,0.66,28.29,24.06,291.0,4
88.43,152.27,48.69,0.66,23.72,36.31,221.0,4
99.77,179.26,65.83,0.76,29.73,32.12,229.0,4
125.07,192.4,64.35,0.91,24.55,43.45,245.0,4
87.22,123.58,56.47,0.76,21.91,19.45,281.0,4
68.33,142.6,56.59,0.73,27.83,27.84,119.0,3
65.97,118.76,50.62,0.53,22.7,29.35,146.0,3
56.01,94.75,41.08,0.41,28.39,41.83,95.0,2
89.86,147.35,49.86,0.52,27.09,41.37,160.0,3
103.56,178.31,50.43,0.84,27.48,47.59,248.0,4
52.27,82.18,43.15,0.45,26.89,35.16,119.0,3
42.78,68.55,36.94,0.4,22.35,21.55,77.0,2
96.78,176.32,48.31,0.75,25.37,30.6,206.0,4
102.65,195.23,53.27,0.75,27.29,31.97,250.0,4
138.18,223.32,71.38,0.99,29.02,9.77,250.0,4
